product_name,sales,discounted_sales,profit,quantity
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",1857.252,1762.4136,414.918,20
Office Star - Contemporary Task Swivel Chair,1842.268,1553.72,155.372,20
"Padded Folding Chairs, Black, 4/Carton",1830.148,1394.4756,80.97999999999999,30
LG G3,1803.108,1677.6744,411.579,10
Logitech Wireless Performance Mouse MX for PC and Mac,1799.82,1559.844,497.9502,21
Xerox 189,1782.4499999999998,1614.6899999999998,746.532,19
Belkin 5 Outlet SurgeMaster Power Centers,1776.048,1662.7296000000001,207.024,40
Office Star Flex Back Scooter Chair with White Frame,1775.68,1369.4932,-228.61880000000002,21
Bevis Steel Folding Chairs,1775.075,1373.0445,117.059,24
GE 2-Jack Phone Line Splitter,1771.5140000000001,1441.93,94.75540000000001,11
Global Deluxe Steno Chair,1770.54,1414.8924,-216.31380000000001,29
Tennsco Regal Shelving Units,1764.534,1715.8572,-6.084599999999998,18
Honeywell Quietcare HEPA Air Cleaner,1761.76,1720.862,549.7635,23
"Global Geo Office Task Chair, Gray",1757.266,1544.2886,-166.00900000000001,25
Global Low Back Tilter Chair,1746.9540000000002,1455.1218000000001,-246.3912,21
Xerox 1941,1740.51,1539.1979999999999,704.592,19
AT&T TR1909W,1738.662,1617.7116,340.173,15
Jabra BIZ 2300 Duo QD Duo Corded Headset,1727.0639999999999,1381.6512,129.5298,17
First Data FD10 PIN Pad,1722.2,1583.16,15.800000000000004,24
Xerox 1908,1712.988,1650.2903999999999,799.3944,32
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1706.508,1587.7944,222.588,5
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25,889.21875,-1148.4375,15
Kensington Orbit Wireless Mobile Trackball for PC and Mac,1703.7160000000001,1482.9528,357.5404,33
Xerox 1945,1696.986,1578.9348,756.2655,45
Kensington Expert Mouse Optical USB Trackball for PC or Mac,1690.8220000000001,1523.6396,360.962,20
"Global Leather & Oak Executive Chair, Burgundy",1689.968,1481.7398000000003,-114.6764,13
Hon Comfortask Task/Swivel Chairs,1686.904,1401.954,-36.473600000000005,18
Staple envelope,1686.812,1595.4616,751.629,170
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,1567.4592,244.3888,18
ClearOne Communications CHAT 70 OC Speaker Phone,1685.294,1507.2252,273.4628,12
Polycom CX300 Desktop Phone USB VoIP phone,1679.8880000000001,1295.9136,59.99600000000001,15
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,1486.03,146.51000000000002,20
Panasonic KX TS3282W Corded phone,1665.804,1312.2456000000002,178.47899999999998,25
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1646.9180000000001,1259.0778599999999,-285.9484,12
Enermax Aurora Lite Keyboard,1641.1499999999999,1641.1499999999999,722.106,21
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1636.864,1508.984,375.9672,29
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796,1519.1848,-110.1328,22
Motorola Moto X,1631.952,1305.5616,142.79579999999999,6
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,1246.9496000000001,-343.0956,26
Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82,1430.841,-22.497500000000002,5
Plantronics Audio 478 Stereo USB Headset,1619.676,1555.6888,514.897,34
"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.9479999999999,1575.4104,448.164,44
Logitech G600 MMO Gaming Mouse,1615.798,1564.6044,540.7324,21
AT&T 841000 Phone,1614.6,1388.28,165.6,28
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.406,1412.9994000000002,253.8392,31
AT&T 1080 Phone,1589.084,1435.6552000000001,271.24019999999996,13
Mophie Juice Pack Helium for iPhone,1583.8020000000001,1334.2332000000001,201.57479999999998,24
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,1549.5256,318.3616,26
Microsoft Sculpt Comfort Mouse,1574.03,1490.934,634.406,42
GBC ProClick Punch Binding System,1573.908,1458.744,562.3842,31
"Hon Metal Bookcases, Black",1570.0775999999998,1282.5802079999999,-26.972399999999993,30
Xerox 1919,1565.818,1506.7924,729.622,40
Cameo Buff Policy Envelopes,1555.75,1406.3980000000001,632.2568,28
Luxo Adjustable Task Clamp Lamp,1545.816,1503.1728,362.46720000000005,18
Avaya 5420 Digital phone,1538.886,1474.0908,323.976,12
Eureka Sanitaire  Commercial Upright,1524.5320000000002,1312.4232000000002,53.0272,12
Harbour Creations 67200 Series Stacking Chairs,1501.8980000000001,1341.743,254.8244,24
LG G2,1499.97,899.982,-374.9925,5
Microsoft Natural Keyboard Elite,1497.0,1305.384,20.957999999999995,29
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1489.334,1381.8332,255.3144,29
Hon 4-Shelf Metal Bookcases,1474.308,1177.4268,-191.86200000000002,22
"Bush Westfield Collection Bookcases, Fully Assembled",1473.2982000000002,1213.244406,73.71539999999999,18
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.108,1321.6476,311.22,8
"Tenex ""The Solids"" Textured Chair Mats",1469.1599999999999,1323.6432,-40.57679999999999,26
"Plantronics CS 50-USB - headset - Convertible, Monaural",1468.692,1229.3496,178.1469,13
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1465.7440000000001,1381.9872,287.914,12
"Global Leather Task Chair, Black",1448.839,1239.1623,63.8929,19
"SAFCO Commercial Wire Shelving, 72h",1445.2640000000001,1425.6672,-24.496,24
Nokia Lumia 1020,1439.968,1151.9744,143.9968,4
"Leather Task Chair, Black",1437.484,1200.936,54.588,19
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.232,1012.2015999999999,-143.6232,12
Xerox 1893,1434.65,1303.4820000000002,619.3589,39
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,1398.2512000000002,46.3276,14
"Sauder Facets Collection Library, Sky Alder Finish",1427.683,1210.96585,-8.549,10
"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8878,1146.397954,-20.293,32
Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308,1288.1544,-12.792000000000003,50
Global Deluxe Office Fabric Chairs,1420.504,1249.6596000000002,229.3922,17
Logitech Wireless Marathon Mouse M705,1409.718,1337.7324,554.889,30
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1409.53,1289.57,536.2212000000001,52
"Belkin 19"" Vented Equipment Shelf, Black",1400.256,1243.7568,-179.6652,31
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,1399.8,1343.808,429.7386,21
"Global Armless Task Chair, Royal Blue",1396.442,1160.4494,-20.733200000000004,28
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,1396.21,813.087,139.621,6
Avaya IP Phone 1140E VoIP phone,1394.95,1394.95,362.687,5
Cisco CP-7937G Unified IP Conference Station Phone,1391.4,695.7,-55.656,4
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,1190.922,228.39600000000002,12
Samsung Rugby III,1385.79,1227.414,229.6452,24
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.0810000000001,1251.6539,381.2074,26
Cisco SPA525G2 5-Line IP Phone,1379.92,1379.92,648.5624,8
"Belkin 325VA UPS Surge Protector, 6'",1379.172,1224.3176,199.61700000000002,13
Sauder Camden County Collection Library,1368.2620000000002,1030.10582,-103.482,16
Safco Industrial Wire Shelving,1363.058,1224.8324,-126.7068,16
Ames Color-File Green Diamond Border X-ray Mailers,1360.476,1239.5448000000001,559.3068000000001,18
Airmail Envelopes,1359.6660000000002,1171.6628,514.4909,19
Plantronics Voyager Pro Legend,1359.534,1161.7836,173.0316,8
DYMO CardScan Personal V9 Business Card Scanner,1343.9160000000002,1123.1298000000002,463.971,11
Novimex Turbo Task Chair,1341.5220000000002,1160.5230000000001,-32.6508,22
Apple iPhone 5C,1339.866,1211.8788,229.977,15
AT&T 17929 Lendline Telephone,1339.104,1158.144,167.388,35
Luxo Professional Combination Clamp-On Lamps,1329.9,1329.9,345.774,13
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1324.8,1163.3400000000001,201.82500000000002,31
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1322.17,1259.094,172.246,24
Xerox 1891,1320.57,1203.1860000000001,542.901,30
"Hon Metal Bookcases, Putty",1320.228,1297.5144000000003,362.70779999999996,19
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.166,1185.6818,417.0244,12
Avery Arch Ring Binders,1318.87,948.773,87.15000000000003,40
Office Star - Ergonomically Designed Knee Chair,1311.876,1132.1004,-42.1096,19
Nokia Lumia 925,1310.296,1249.8208,284.7374,11
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002,1170.5344,-111.328,20
"Hon 30"" x 60"" Table with Locking Drawer",1296.028,832.1864,-177.3512,6
GBC Recycled Regency Composition Covers,1291.248,1138.2112,451.9368,26
Fellowes Recycled Storage Drawers,1287.9479999999999,1252.4184,48.8532,12
Star Micronics TSP800 TSP847IIU Receipt Printer,1286.85,969.427,360.318,4
Panasonic KX TS208W Corded phone,1283.538,1087.578,154.8084,32
Tennsco Industrial Shelving,1281.442,1171.8836000000001,-108.5802,29
White Computer Printout Paper by Universal,1279.08,1155.048,547.6788,37
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1268.922,1202.3555999999999,106.09020000000001,13
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.696,946.6424,73.194,7
Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72,1266.72,570.024,14
Bush Somerset Collection Bookcase,1263.9569999999999,1052.09685,-56.3214,12
Panasonic KX T7736-B Digital phone,1259.58,1091.636,134.95499999999998,10
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,1247.844,1158.2552,377.5528,17
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.788,1097.46,74.99310000000001,27
Hon Valutask Swivel Chairs,1242.054,1182.4758,139.3524,13
"SAFCO Mobile Desk Side File, Wire Frame",1240.04,1171.624,259.12559999999996,31
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.412,1169.9096,524.5054,43
Maxell 4.7GB DVD-R,1231.692,1104.5496,411.2262,49
Xerox 1888,1231.656,1151.7648,539.2656,24
Hon 4060 Series Tables,1231.56,1061.3808,96.2856,13
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.836,965.8712,127.483,21
Case Logic 2.4GHz Wireless Keyboard,1229.754,1133.7732,-11.997600000000006,27
Xerox 1917,1222.75,1222.75,574.6925,25
Plantronics Voyager Pro HD - Bluetooth Headset,1221.812,972.2503999999999,376.942,25
Satellite Sectional Post Binders,1219.821,1037.0649,329.0478,38
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1217.106,995.4042,215.5548,47
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705,531.7245,-1057.23,10
APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,1117.0624,80.47999999999998,20
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936,1004.4192,-256.56359999999995,18
"Trav-L-File Heavy-Duty Shuttle II, Black",1193.818,1103.1924,278.848,30
Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,1101.192,-30.228800000000003,24
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.232,1159.3008,448.76160000000004,24
SanDisk Cruzer 64 GB USB Flash Drive,1184.032,1143.3536,319.61600000000004,34
GBC Therma-A-Bind 250T Electric Binding System,1180.704,944.5632,413.2464,12
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,1135.592,310.89,25
GE 30522EE2,1159.9,1159.9,336.371,10
Logitech K350 2.4Ghz Wireless Keyboard,1154.664,1082.9952,47.2815,25
LG Exalt,1154.326,717.554,-212.14640000000003,12
Logitech Illuminated - Keyboard,1139.81,1091.818,515.914,20
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.028,902.7432,75.2286,22
"File Shuttle II and Handi-File, Black",1125.148,1103.4584,260.953,34
HTC One,1119.888,895.9104000000001,125.9874,14
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84,985.4592,162.3768,19
O'Sullivan 3-Shelf Heavy-Duty Bookcases,1119.195,1016.14185,147.0942,22
Advantus Rolling Drawer Organizers,1115.92,1054.352,233.18880000000001,31
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,996.6384,-125.1996,33
Dana Halogen Swing-Arm Architect Lamp,1114.384,1088.1632,288.4288,28
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,890.4191999999999,111.3024,8
netTALK DUO VoIP Telephone Service,1112.788,911.2264,430.418,26
Hypercom P1300 Pinpad,1108.8,937.44,275.31,21
Xerox 1988,1102.888,969.0544,404.289,41
Ibico Plastic Spiral Binding Combs,1100.48,981.312,328.928,47
Ibico Laser Imprintable Binding System Covers,1100.4,812.2,138.336,34
Xerox 1906,1098.6399999999999,1070.288,497.5776,32
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,1045.2432,492.6624,21
Xerox 1934,1097.2079999999999,1079.2944,526.212,20
Catalog Binders with Expanding Posts,1089.936,706.44,-242.20800000000003,36
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,741.8879999999999,-104.832,16
Global Deluxe High-Back Office Chair in Storm,1087.92,870.336,-149.589,10
Maxell LTO Ultrium - 800 GB,1086.012,1036.7495999999999,156.4641,41
RCA Visys Integrated PBX 8-Line Router,1085.238,935.1804,130.63049999999998,19
GBC Prestige Therm-A-Bind Covers,1073.903,922.5959,364.7153,39
Belkin 8 Outlet Surge Protector,1073.676,1027.7784,188.508,30
Carina Media Storage Towers in Natural & Black,1073.248,956.1664000000001,-121.96000000000001,20
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112,981.6336,206.26620000000003,27
Recycled Steel Personal File for Standard File Folders,1072.626,1046.0868,254.334,20
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.344,956.8607999999999,-78.36359999999999,9
AT&T 1070 Corded Phone,1070.304,856.2432000000001,133.788,12
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.624,941.2244000000001,24.196,10
Recycled Steel Personal File for Hanging File Folders,1053.032,933.9936,151.65949999999998,21
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.7759999999998,1032.6527999999998,277.2864,18
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",1047.7359999999999,958.4208,340.5142,27
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,1042.08,291.7824,13
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1042.068,895.6152,294.3138,27
GBC Twin Loop Wire Binding Elements,1041.664,854.9632,259.584,47
Balt Split Level Computer Training Table,1040.625,675.7125,-357.97499999999997,12
Logitech G13 Programmable Gameboard with LCD Display,1039.87,975.878,43.194599999999994,14
Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,1035.8,269.308,4
Okidata B400 Printer,1029.6,823.6800000000001,115.83,3
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.3520000000001,948.9264000000001,-9.303200000000004,6
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1016.7919999999999,980.3696,453.7624,28
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.174,680.1405,-418.548,10
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1010.7819999999999,959.1676,150.542,10
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,705.5853,43.1991,3
WD My Passport Ultra 1TB Portable External Hard Drive,1007.4,874.92,33.81,17
Bevis Rectangular Conference Tables,1007.262,538.6662,-586.8396,13
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,1007.152,911.7376,342.56419999999997,34
"Eldon ""L"" Workstation Diamond Chairmat",1002.936,741.5648000000001,-267.4496,19
Tenex B1-RE Series Chair Mats for Low Pile Carpets,1002.3639999999999,958.2231999999999,124.6058,23
Nortel Business Series Terminal T7208 Digital phone,1000.728,800.5824,100.0728,9
Home/Office Personal File Carts,980.232,930.1776,198.132,30
Xerox 1909,970.784,903.2511999999999,400.976,40
Global Italian Leather Office Chair,969.252,914.2404,204.3288,8
Hon Every-Day Chair Series Swivel Task Chairs,967.84,781.5308,12.097999999999999,10
Xerox 1885,960.8,960.8,461.184,20
Xerox 1914,956.3040000000001,885.9552000000001,423.74159999999995,19
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,869.0360000000001,-63.587999999999994,20
Belkin Premiere Surge Master II 8-outlet surge protector,952.168,842.3772,55.38120000000001,26
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.026,822.4892,247.57199999999997,17
Eureka The Boss Cordless Rechargeable Stick Vac,948.228,931.9144,241.1354,19
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.092,909.8216,421.9816,16
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.848,839.9856000000001,130.4832,22
Steel Personal Filing/Posting Tote,937.4639999999999,863.6032,185.7173,29
"Sauder Mission Library with Doors, Fruitwood Finish",935.1972,673.7873159999999,-125.74080000000001,10
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,898.1712,169.2632,21
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.768,870.1823999999999,37.9905,25
Novimex High-Tech Fabric Mesh Task Chair,922.74,752.388,-133.4424,16
Riverside Furniture Stanwyck Manor Table Series,917.9200000000001,590.911,-415.9325,5
Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.8979999999999,860.3044,393.2563,11
Cisco SPA508G,910.662,852.5908,207.86849999999998,15
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",909.9780000000001,850.9524,408.2604,24
Plantronics Cordless Phone Headset with In-line Volume - M214C,908.7,880.74,219.8355,27
LG Electronics Tone+ HBS-730 Bluetooth Headset,904.5519999999999,785.5319999999999,133.30239999999998,18
"Global Stack Chair without Arms, Black",901.506,724.5822,44.166000000000004,44
Vinyl Sectional Post Binders,901.03,649.571,147.02999999999997,40
Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75,842.166,132.0833,27
Eldon Portable Mobile Manager,899.304,849.5312,197.3944,34
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.966,870.7308,196.0284,24
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0,813.28,38.012,44
Cisco Small Business SPA 502G VoIP phone,882.102,693.3732,58.4649,11
"Safco Chair Connectors, 6/Carton",881.192,793.0727999999999,170.8512,26
Xerox 1883,881.092,805.1176,354.0196,37
Xerox 1960,879.832,790.6096,334.584,32
"Boston School Pro Electric Pencil Sharpener, 1670",873.636,779.4568,149.9432,32
"Eldon Base for stackable storage shelf, platinum",872.256,791.2608,-52.569,25
Fellowes Superior 10 Outlet Split Surge Protector,867.768,721.6176,57.09,30
Executive Impressions Supervisor Wall Clock,867.2599999999999,853.7879999999999,266.072,21
Xerox 1913,865.4879999999999,803.3503999999999,375.0448,17
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.8820000000001,853.5556,201.07160000000002,26
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.858,657.06186,-9.93719999999999,17
Green Bar Computer Printout Paper,857.376,795.8208,380.8728,17
"Hon Metal Bookcases, Gray",851.76,851.76,229.9752,12
"Belkin 19"" Center-Weighted Shelf, Gray",849.3119999999999,773.8176,-47.184,16
Panasonic Kx-TS550,846.216,702.7272,95.1993,23
Plantronics 81402,844.672,744.3672,112.18299999999999,15
GBC VeloBinder Manual Binding System,842.166,727.7178,280.72200000000004,30
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.6,522.5880000000001,-82.17599999999999,42
Motorola HK250 Universal Bluetooth Headset,832.238,743.9564,-91.5002,41
Xerox 1916,831.98,714.5240000000001,342.58,20
Balt Solid Wood Rectangular Table,828.0965,623.1821749999999,-216.2545,11
Safco Industrial Shelving,827.12,720.7760000000001,-104.1285,13
"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,577.6217999999999,-117.882,9
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.2520000000001,743.7656,-17.03280000000001,16
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.738,788.0964,311.7744,28
Global Chrome Stack Chair,815.864,609.4984,15.0832,32
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.1600000000001,812.1600000000001,235.52639999999997,9
Grandstream GXP1160 VoIP phone,803.692,727.8720000000001,157.70559999999998,24
"Global Stack Chair with Arms, Black",803.464,709.9264000000001,125.0166,31
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.074,651.9513,106.47,14
Logitech MX Performance Wireless Mouse,789.822,687.7036,211.8159,23
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.9,591.7488000000001,147.9372,14
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.608,706.8464,299.85,22
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.456,545.0604,49.51280000000001,67
JBL Micro Wireless Portable Bluetooth Speaker,779.87,616.6972,14.997499999999995,17
Logitech Desktop MK120 Mouse and keyboard Combo,778.736,747.3248,42.536,50
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.6120000000001,756.4216,135.932,20
Logitech Trackman Marble Mouse,773.742,720.9596,286.70439999999996,28
Belkin F9G930V10-GRY 9 Outlet Surge,770.112,752.9984,162.57920000000001,16
Xerox 191,767.232,757.6416,354.2454,39
"Global Deluxe Stacking Chair, Gray",764.7,604.6228,76.9798,19
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.6679999999999,644.8752,-222.73649999999998,15
Logitech G105 Gaming Keyboard,759.936,702.9408000000001,78.36840000000001,14
Fellowes 8 Outlet Superior Workstation Surge Protector,759.1220000000001,699.0596,166.84,20
AT&T CL2909,755.9399999999999,574.5144,50.395999999999994,8
Xerox 1951,755.912,617.1216000000001,244.74200000000002,30
Staples,755.47,669.39,292.2046,215
Sauder Barrister Bookcases,754.7336,504.47300800000005,-294.7672,16
Premium Transparent Presentation Covers by GBC,753.182,686.2558,284.0692,43
Clarity 53712,752.2860000000001,615.0268,68.6296,14
Ibico Recycled Linen-Style Covers,749.952,637.4592,262.4832,24
Bush Mission Pointe Library,748.8608,634.840704,24.156800000000004,6
Innergie mMini Combo Duo USB Travel Charging Kit,746.834,660.4532,302.3328,19
Plantronics Encore H101 Dual Earpieces Headset,746.17,695.826,163.618,18
Xerox 1943,743.432,712.1296,328.6752,16
"Logitech B530 USB Headset - headset - Full size, Binaural",739.8,606.636,64.73249999999999,25
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.754,662.779,89.97,15
"Bush Cubix Collection Bookcases, Fully Assembled",729.2339999999999,682.8281999999999,48.6156,4
RCA ViSYS 25825 Wireless digital phone,727.944,582.3552,90.993,7
O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.842,605.7926,-133.1092,21
Lexmark MarkNet N8150 Wireless Print Server,723.51,217.05300000000005,-506.457,6
Xerox 1964,721.7439999999999,696.1632,314.73519999999996,33
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,718.65,718.65,280.2735,45
Avaya 4621SW VoIP phone,709.92,567.936,79.866,12
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,709.5,205.755,30
WD My Passport Ultra 500GB Portable External Hard Drive,708.0,708.0,120.36,12
SAFCO Folding Chair Trolley,705.32,657.8712,151.3232,6
Panasonic KP-380BK Classic Electric Pencil Sharpener,705.208,636.1264,111.538,22
Lock-Up Easel 'Spel-Binder',704.691,473.8833,39.3714,44
Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,211.11300000000003,-938.28,6
"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,685.912,123.96,14
iHome FM Clock Radio with Lightning Dock,699.9,543.1224,17.4975,13
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04,519.652,90.7452,29
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.194,527.8494000000001,-158.48579999999998,7
Euro-Pro Shark Turbo Vacuum,693.952,652.4388,143.74720000000002,24
OtterBox Defender Series Case - Samsung Galaxy S4,689.77,593.802,122.959,27
Samsung Convoy 3,688.138,501.6748,-31.077199999999998,9
"Metal Folding Chairs, Beige, 4/Carton",685.588,606.8472,115.7354,23
Tops White Computer Printout Paper,684.74,684.74,321.8278,14
Safco Steel Mobile File Cart,683.552,630.2016,120.872,9
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.454,660.7516,256.1922,17
Flat Face Poster Frame,678.24,542.592,120.9528,51
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,675.12,290.3016,3
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,632.926,72.07849999999999,17
Hunt Boston Vacuum Mount KS Pencil Sharpener,671.808,649.4144,153.95600000000002,20
Tuf-Vin Binders,669.496,607.5992,234.3236,26
Binding Machine Supplies,667.9929999999999,547.5209,182.6042,32
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999,606.5047999999999,43.706,25
Fellowes Command Center 5-outlet power strip,664.832,545.4336000000001,-78.016,15
"GBC Velobind Prepunched Cover Sets, Regency Series",661.942,435.2546,-9.24499999999999,33
Panasonic KX T7731-B Digital phone,659.934,555.9444,75.9924,8
Surelock Post Binders,653.984,562.9152,210.864,29
Hon 61000 Series Interactive Training Tables,653.121,447.4101,-148.3962,22
Xerox 1886,651.4399999999999,636.112,302.728,14
"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.376,600.6728,-97.4064,14
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,647.84,168.4384,8
Avery 485,639.03,639.03,300.3441,51
Safco Drafting Table,638.8199999999999,485.5032,34.0704,12
"Computer Room Manger, 14""",636.6080000000001,574.2464,179.2896,22
"Strathmore #10 Envelopes, Ultimate White",632.52,632.52,309.9348,12
Belkin 7 Outlet SurgeMaster II,631.68,631.68,176.8704,16
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",626.538,609.9684,212.298,25
Avaya 5410 Digital phone,625.508,451.4536,-10.878400000000003,13
Xerox 1880,623.744,612.4032,285.64639999999997,18
"BOSTON Ranger #55 Pencil Sharpener, Black",618.562,552.0276,120.3337,27
Plantronics MX500i Earset,618.48,597.864,-6.4425,15
Xerox 1882,615.78,570.996,273.18240000000003,12
Xerox 1940,615.552,580.3776,279.1968,12
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.0579999999999,564.6244,127.44600000000001,35
"Companion Letter/Legal File, Black",611.712,587.5456,149.5296,17
"Performers Binder/Pad Holder, Black",611.054,486.0402,106.514,36
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,610.98,274.941,17
Motorola L804,607.068,430.4664,-13.337100000000003,19
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,604.752,584.5935999999999,132.2895,5
